provincia,tipo de averia y emergencia,anio,mes,averias,fecha
El Seibo,Falta de Energía,2017,10,499.0,2017-10-01
El Seibo,Niveles de Tensión,2017,10,79.0,2017-10-01
El Seibo,Otros,2017,10,0.0,2017-10-01
El Seibo,Probable Defecto o Falla,2017,10,3.0,2017-10-01
El Seibo,Riesgo de Vida,2017,10,57.0,2017-10-01
Hato Mayor,Falta de Energía,2017,10,415.0,2017-10-01
Hato Mayor,Niveles de Tensión,2017,10,40.0,2017-10-01
Hato Mayor,Otros,2017,10,0.0,2017-10-01
Hato Mayor,Probable Defecto o Falla,2017,10,2.0,2017-10-01
Hato Mayor,Riesgo de Vida,2017,10,58.0,2017-10-01
La Altagracia,Falta de Energía,2017,10,1034.0,2017-10-01
La Altagracia,Niveles de Tensión,2017,10,174.0,2017-10-01
La Altagracia,Otros,2017,10,0.0,2017-10-01
La Altagracia,Probable Defecto o Falla,2017,10,1.0,2017-10-01
La Altagracia,Riesgo de Vida,2017,10,214.0,2017-10-01
La Romana,Alumbrado Público,2017,10,0.0,2017-10-01
La Romana,Falta de Energía,2017,10,1039.0,2017-10-01
La Romana,Niveles de Tensión,2017,10,193.0,2017-10-01
La Romana,Otros,2017,10,1.0,2017-10-01
La Romana,Probable Defecto o Falla,2017,10,2.0,2017-10-01
La Romana,Riesgo de Vida,2017,10,192.0,2017-10-01
Monte Plata,Falta de Energía,2017,10,485.0,2017-10-01
Monte Plata,Niveles de Tensión,2017,10,45.0,2017-10-01
Monte Plata,Otros,2017,10,0.0,2017-10-01
Monte Plata,Probable Defecto o Falla,2017,10,8.0,2017-10-01
Monte Plata,Riesgo de Vida,2017,10,119.0,2017-10-01
San Pedro de Macorís,Alumbrado Público,2017,10,0.0,2017-10-01
San Pedro de Macorís,Falta de Energía,2017,10,815.0,2017-10-01
San Pedro de Macorís,Niveles de Tensión,2017,10,91.0,2017-10-01
San Pedro de Macorís,Otros,2017,10,1.0,2017-10-01
San Pedro de Macorís,Probable Defecto o Falla,2017,10,4.0,2017-10-01
San Pedro de Macorís,Riesgo de Vida,2017,10,152.0,2017-10-01
Santo Domingo,Alumbrado Público,2017,10,0.0,2017-10-01
Santo Domingo,Falta de Energía,2017,10,10495.0,2017-10-01
Santo Domingo,Niveles de Tensión,2017,10,1963.0,2017-10-01
Santo Domingo,Otros,2017,10,2.0,2017-10-01
Santo Domingo,Probable Defecto o Falla,2017,10,28.0,2017-10-01
Santo Domingo,Riesgo de Vida,2017,10,1344.0,2017-10-01
Santo Domingo,Sin Identificar,2017,10,4.0,2017-10-01
Santo Domingo,Falta de Energía,2017,10,1.0,2017-10-01
Santo Domingo,Niveles de Tensión,2017,10,0.0,2017-10-01
Santo Domingo,Riesgo de Vida,2017,10,3.0,2017-10-01
Distrito Nacional,Alumbrado Público,2018,10,1.0,2018-10-01
Distrito Nacional,Falta de Energía,2018,10,2070.0,2018-10-01
Distrito Nacional,Niveles de Tensión,2018,10,366.0,2018-10-01
Distrito Nacional,Otros,2018,10,0.0,2018-10-01
Distrito Nacional,Probable Defecto o Falla,2018,10,5.0,2018-10-01
Distrito Nacional,Riesgo de Vida,2018,10,287.0,2018-10-01
El Seibo,Falta de Energía,2018,10,388.0,2018-10-01
El Seibo,Niveles de Tensión,2018,10,26.0,2018-10-01
El Seibo,Otros,2018,10,0.0,2018-10-01
El Seibo,Probable Defecto o Falla,2018,10,1.0,2018-10-01
El Seibo,Riesgo de Vida,2018,10,54.0,2018-10-01
Hato Mayor,Falta de Energía,2018,10,365.0,2018-10-01
Hato Mayor,Niveles de Tensión,2018,10,41.0,2018-10-01
Hato Mayor,Otros,2018,10,0.0,2018-10-01
Hato Mayor,Probable Defecto o Falla,2018,10,1.0,2018-10-01
Hato Mayor,Riesgo de Vida,2018,10,52.0,2018-10-01
La Altagracia,Falta de Energía,2018,10,843.0,2018-10-01
La Altagracia,Niveles de Tensión,2018,10,142.0,2018-10-01
La Altagracia,Otros,2018,10,0.0,2018-10-01
La Altagracia,Probable Defecto o Falla,2018,10,3.0,2018-10-01
La Altagracia,Riesgo de Vida,2018,10,161.0,2018-10-01
La Romana,Alumbrado Público,2018,10,0.0,2018-10-01
La Romana,Falta de Energía,2018,10,797.0,2018-10-01
La Romana,Niveles de Tensión,2018,10,152.0,2018-10-01
La Romana,Otros,2018,10,0.0,2018-10-01
La Romana,Probable Defecto o Falla,2018,10,0.0,2018-10-01
La Romana,Riesgo de Vida,2018,10,143.0,2018-10-01
Monte Plata,Falta de Energía,2018,10,424.0,2018-10-01
Monte Plata,Niveles de Tensión,2018,10,33.0,2018-10-01
Monte Plata,Otros,2018,10,0.0,2018-10-01
Monte Plata,Probable Defecto o Falla,2018,10,5.0,2018-10-01
Monte Plata,Riesgo de Vida,2018,10,132.0,2018-10-01
San Pedro de Macorís,Alumbrado Público,2018,10,0.0,2018-10-01
San Pedro de Macorís,Falta de Energía,2018,10,881.0,2018-10-01
San Pedro de Macorís,Niveles de Tensión,2018,10,100.0,2018-10-01
San Pedro de Macorís,Otros,2018,10,0.0,2018-10-01
San Pedro de Macorís,Probable Defecto o Falla,2018,10,7.0,2018-10-01
San Pedro de Macorís,Riesgo de Vida,2018,10,169.0,2018-10-01
Santo Domingo,Alumbrado Público,2018,10,0.0,2018-10-01
Santo Domingo,Falta de Energía,2018,10,9720.0,2018-10-01
Santo Domingo,Niveles de Tensión,2018,10,1717.0,2018-10-01
Santo Domingo,Otros,2018,10,1.0,2018-10-01
Santo Domingo,Probable Defecto o Falla,2018,10,25.0,2018-10-01
Santo Domingo,Riesgo de Vida,2018,10,1129.0,2018-10-01
Santo Domingo,Sin Identificar,2018,10,0.0,2018-10-01
Santo Domingo,Falta de Energía,2018,10,0.0,2018-10-01
Santo Domingo,Niveles de Tensión,2018,10,0.0,2018-10-01
Santo Domingo,Riesgo de Vida,2018,10,0.0,2018-10-01
Distrito Nacional,Alumbrado Público,2019,10,0.0,2019-10-01
Distrito Nacional,Falta de Energía,2019,10,1972.0,2019-10-01
Distrito Nacional,Niveles de Tensión,2019,10,362.0,2019-10-01
Distrito Nacional,Otros,2019,10,0.0,2019-10-01
Distrito Nacional,Probable Defecto o Falla,2019,10,10.0,2019-10-01
Distrito Nacional,Riesgo de Vida,2019,10,252.0,2019-10-01
El Seibo,Falta de Energía,2019,10,401.0,2019-10-01
El Seibo,Niveles de Tensión,2019,10,29.0,2019-10-01
El Seibo,Otros,2019,10,0.0,2019-10-01
El Seibo,Probable Defecto o Falla,2019,10,1.0,2019-10-01
El Seibo,Riesgo de Vida,2019,10,49.0,2019-10-01
Hato Mayor,Falta de Energía,2019,10,376.0,2019-10-01
Hato Mayor,Niveles de Tensión,2019,10,58.0,2019-10-01
Hato Mayor,Otros,2019,10,0.0,2019-10-01
Hato Mayor,Probable Defecto o Falla,2019,10,0.0,2019-10-01
Hato Mayor,Riesgo de Vida,2019,10,34.0,2019-10-01
La Altagracia,Falta de Energía,2019,10,971.0,2019-10-01
La Altagracia,Niveles de Tensión,2019,10,141.0,2019-10-01
La Altagracia,Otros,2019,10,0.0,2019-10-01
La Altagracia,Probable Defecto o Falla,2019,10,2.0,2019-10-01
La Altagracia,Riesgo de Vida,2019,10,139.0,2019-10-01
La Romana,Alumbrado Público,2019,10,0.0,2019-10-01
La Romana,Falta de Energía,2019,10,1000.0,2019-10-01
La Romana,Niveles de Tensión,2019,10,131.0,2019-10-01
La Romana,Otros,2019,10,0.0,2019-10-01
La Romana,Probable Defecto o Falla,2019,10,1.0,2019-10-01
La Romana,Riesgo de Vida,2019,10,135.0,2019-10-01
Monte Plata,Falta de Energía,2019,10,517.0,2019-10-01
Monte Plata,Niveles de Tensión,2019,10,54.0,2019-10-01
Monte Plata,Otros,2019,10,0.0,2019-10-01
Monte Plata,Probable Defecto o Falla,2019,10,8.0,2019-10-01
Monte Plata,Riesgo de Vida,2019,10,147.0,2019-10-01
San Pedro de Macorís,Alumbrado Público,2019,10,0.0,2019-10-01
San Pedro de Macorís,Falta de Energía,2019,10,786.0,2019-10-01
San Pedro de Macorís,Niveles de Tensión,2019,10,108.0,2019-10-01
San Pedro de Macorís,Otros,2019,10,0.0,2019-10-01
San Pedro de Macorís,Probable Defecto o Falla,2019,10,5.0,2019-10-01
San Pedro de Macorís,Riesgo de Vida,2019,10,140.0,2019-10-01
Santo Domingo,Alumbrado Público,2019,10,0.0,2019-10-01
Santo Domingo,Falta de Energía,2019,10,10560.0,2019-10-01
Santo Domingo,Niveles de Tensión,2019,10,2185.0,2019-10-01
Santo Domingo,Otros,2019,10,1.0,2019-10-01
Santo Domingo,Probable Defecto o Falla,2019,10,27.0,2019-10-01
Santo Domingo,Riesgo de Vida,2019,10,878.0,2019-10-01
Santo Domingo,Sin Identificar,2019,10,0.0,2019-10-01
Santo Domingo,Falta de Energía,2019,10,1.0,2019-10-01
Santo Domingo,Niveles de Tensión,2019,10,0.0,2019-10-01
Santo Domingo,Riesgo de Vida,2019,10,1.0,2019-10-01
Distrito Nacional,Alumbrado Público,2020,10,0.0,2020-10-01
Distrito Nacional,Falta de Energía,2020,10,2316.0,2020-10-01
Distrito Nacional,Niveles de Tensión,2020,10,541.0,2020-10-01
Distrito Nacional,Otros,2020,10,0.0,2020-10-01
Distrito Nacional,Probable Defecto o Falla,2020,10,8.0,2020-10-01
Distrito Nacional,Riesgo de Vida,2020,10,236.0,2020-10-01
El Seibo,Falta de Energía,2020,10,324.0,2020-10-01
El Seibo,Niveles de Tensión,2020,10,25.0,2020-10-01
El Seibo,Otros,2020,10,0.0,2020-10-01
El Seibo,Probable Defecto o Falla,2020,10,1.0,2020-10-01
El Seibo,Riesgo de Vida,2020,10,28.0,2020-10-01
Hato Mayor,Falta de Energía,2020,10,348.0,2020-10-01
Hato Mayor,Niveles de Tensión,2020,10,55.0,2020-10-01
Hato Mayor,Otros,2020,10,0.0,2020-10-01
Hato Mayor,Probable Defecto o Falla,2020,10,1.0,2020-10-01
Hato Mayor,Riesgo de Vida,2020,10,37.0,2020-10-01
La Altagracia,Falta de Energía,2020,10,1023.0,2020-10-01
La Altagracia,Niveles de Tensión,2020,10,143.0,2020-10-01
La Altagracia,Otros,2020,10,0.0,2020-10-01
La Altagracia,Probable Defecto o Falla,2020,10,3.0,2020-10-01
La Altagracia,Riesgo de Vida,2020,10,171.0,2020-10-01
La Romana,Alumbrado Público,2020,10,0.0,2020-10-01
La Romana,Falta de Energía,2020,10,1116.0,2020-10-01
La Romana,Niveles de Tensión,2020,10,185.0,2020-10-01
La Romana,Otros,2020,10,0.0,2020-10-01
La Romana,Probable Defecto o Falla,2020,10,4.0,2020-10-01
La Romana,Riesgo de Vida,2020,10,122.0,2020-10-01
Monte Plata,Falta de Energía,2020,10,595.0,2020-10-01
Monte Plata,Niveles de Tensión,2020,10,85.0,2020-10-01
Monte Plata,Otros,2020,10,0.0,2020-10-01
Monte Plata,Probable Defecto o Falla,2020,10,7.0,2020-10-01
Monte Plata,Riesgo de Vida,2020,10,111.0,2020-10-01
San Pedro de Macorís,Alumbrado Público,2020,10,0.0,2020-10-01
San Pedro de Macorís,Falta de Energía,2020,10,1110.0,2020-10-01
San Pedro de Macorís,Niveles de Tensión,2020,10,152.0,2020-10-01
San Pedro de Macorís,Otros,2020,10,0.0,2020-10-01
San Pedro de Macorís,Probable Defecto o Falla,2020,10,2.0,2020-10-01
San Pedro de Macorís,Riesgo de Vida,2020,10,184.0,2020-10-01
Santo Domingo,Alumbrado Público,2020,10,0.0,2020-10-01
Santo Domingo,Falta de Energía,2020,10,12447.0,2020-10-01
Santo Domingo,Niveles de Tensión,2020,10,2760.0,2020-10-01
Santo Domingo,Otros,2020,10,0.0,2020-10-01
Santo Domingo,Probable Defecto o Falla,2020,10,36.0,2020-10-01
Santo Domingo,Riesgo de Vida,2020,10,1120.0,2020-10-01
Santo Domingo,Sin Identificar,2020,10,0.0,2020-10-01
Distrito Nacional,Falta de Energía,2021,10,2331.0,2021-10-01
Distrito Nacional,Niveles de Tensión,2021,10,503.0,2021-10-01
Distrito Nacional,Probable Defecto o Falla,2021,10,9.0,2021-10-01
Distrito Nacional,Riesgo de Vida,2021,10,247.0,2021-10-01
El Seibo,Falta de Energía,2021,10,426.0,2021-10-01
El Seibo,Niveles de Tensión,2021,10,53.0,2021-10-01
El Seibo,Riesgo de Vida,2021,10,55.0,2021-10-01
Hato Mayor,Falta de Energía,2021,10,630.0,2021-10-01
Hato Mayor,Niveles de Tensión,2021,10,81.0,2021-10-01
Hato Mayor,Probable Defecto o Falla,2021,10,3.0,2021-10-01
Hato Mayor,Riesgo de Vida,2021,10,57.0,2021-10-01
La Altagracia,Falta de Energía,2021,10,1326.0,2021-10-01
La Altagracia,Niveles de Tensión,2021,10,192.0,2021-10-01
La Altagracia,Probable Defecto o Falla,2021,10,4.0,2021-10-01
La Altagracia,Riesgo de Vida,2021,10,206.0,2021-10-01
La Romana,Falta de Energía,2021,10,1271.0,2021-10-01
La Romana,Niveles de Tensión,2021,10,195.0,2021-10-01
La Romana,Probable Defecto o Falla,2021,10,6.0,2021-10-01
La Romana,Riesgo de Vida,2021,10,141.0,2021-10-01
Monte Plata,Falta de Energía,2021,10,663.0,2021-10-01
Monte Plata,Niveles de Tensión,2021,10,78.0,2021-10-01
Monte Plata,Probable Defecto o Falla,2021,10,9.0,2021-10-01
Monte Plata,Riesgo de Vida,2021,10,136.0,2021-10-01
San Pedro de Macorís,Falta de Energía,2021,10,1232.0,2021-10-01
San Pedro de Macorís,Niveles de Tensión,2021,10,178.0,2021-10-01
San Pedro de Macorís,Probable Defecto o Falla,2021,10,6.0,2021-10-01
San Pedro de Macorís,Riesgo de Vida,2021,10,189.0,2021-10-01
Santo Domingo,Falta de Energía,2021,10,11729.0,2021-10-01
Santo Domingo,Niveles de Tensión,2021,10,2761.0,2021-10-01
Santo Domingo,Probable Defecto o Falla,2021,10,30.0,2021-10-01
Santo Domingo,Riesgo de Vida,2021,10,1116.0,2021-10-01
Distrito Nacional,Falta de Energía,2022,10,3590.0,2022-10-01
Distrito Nacional,Niveles de Tensión,2022,10,583.0,2022-10-01
Distrito Nacional,Probable Defecto o Falla,2022,10,5.0,2022-10-01
Distrito Nacional,Riesgo de Vida,2022,10,292.0,2022-10-01
El Seibo,Falta de Energía,2022,10,901.0,2022-10-01
El Seibo,Niveles de Tensión,2022,10,61.0,2022-10-01
El Seibo,Probable Defecto o Falla,2022,10,0.0,2022-10-01
El Seibo,Riesgo de Vida,2022,10,155.0,2022-10-01
Hato Mayor,Falta de Energía,2022,10,988.0,2022-10-01
Hato Mayor,Niveles de Tensión,2022,10,161.0,2022-10-01
Hato Mayor,Probable Defecto o Falla,2022,10,4.0,2022-10-01
Hato Mayor,Riesgo de Vida,2022,10,167.0,2022-10-01
La Altagracia,Falta de Energía,2022,10,2566.0,2022-10-01
La Altagracia,Niveles de Tensión,2022,10,316.0,2022-10-01
La Altagracia,Probable Defecto o Falla,2022,10,1.0,2022-10-01
La Altagracia,Riesgo de Vida,2022,10,442.0,2022-10-01
La Romana,Falta de Energía,2022,10,2270.0,2022-10-01
La Romana,Niveles de Tensión,2022,10,397.0,2022-10-01
La Romana,Probable Defecto o Falla,2022,10,5.0,2022-10-01
La Romana,Riesgo de Vida,2022,10,364.0,2022-10-01
Monte Plata,Falta de Energía,2022,10,653.0,2022-10-01
Monte Plata,Niveles de Tensión,2022,10,51.0,2022-10-01
Monte Plata,Probable Defecto o Falla,2022,10,9.0,2022-10-01
Monte Plata,Riesgo de Vida,2022,10,147.0,2022-10-01
San Pedro de Macorís,Falta de Energía,2022,10,1617.0,2022-10-01
San Pedro de Macorís,Niveles de Tensión,2022,10,205.0,2022-10-01
San Pedro de Macorís,Probable Defecto o Falla,2022,10,2.0,2022-10-01
San Pedro de Macorís,Riesgo de Vida,2022,10,298.0,2022-10-01
Santo Domingo,Falta de Energía,2022,10,13114.0,2022-10-01
Santo Domingo,Niveles de Tensión,2022,10,2721.0,2022-10-01
Santo Domingo,Probable Defecto o Falla,2022,10,22.0,2022-10-01
Santo Domingo,Riesgo de Vida,2022,10,1127.0,2022-10-01
Distrito Nacional,Falta de Energía,2023,10,2201.0,2023-10-01
Distrito Nacional,Niveles de Tensión,2023,10,210.0,2023-10-01
Distrito Nacional,Probable Defecto o Falla,2023,10,6.0,2023-10-01
Distrito Nacional,Riesgo de Vida,2023,10,351.0,2023-10-01
El Seibo,Falta de Energía,2023,10,375.0,2023-10-01
El Seibo,Niveles de Tensión,2023,10,10.0,2023-10-01
El Seibo,Probable Defecto o Falla,2023,10,0.0,2023-10-01
El Seibo,Riesgo de Vida,2023,10,43.0,2023-10-01
Hato Mayor,Falta de Energía,2023,10,401.0,2023-10-01
Hato Mayor,Niveles de Tensión,2023,10,22.0,2023-10-01
Hato Mayor,Probable Defecto o Falla,2023,10,4.0,2023-10-01
Hato Mayor,Riesgo de Vida,2023,10,77.0,2023-10-01
La Altagracia,Falta de Energía,2023,10,1421.0,2023-10-01
La Altagracia,Niveles de Tensión,2023,10,84.0,2023-10-01
La Altagracia,Probable Defecto o Falla,2023,10,1.0,2023-10-01
La Altagracia,Riesgo de Vida,2023,10,285.0,2023-10-01
La Romana,Falta de Energía,2023,10,1621.0,2023-10-01
La Romana,Niveles de Tensión,2023,10,103.0,2023-10-01
La Romana,Probable Defecto o Falla,2023,10,2.0,2023-10-01
La Romana,Riesgo de Vida,2023,10,281.0,2023-10-01
Monte Plata,Falta de Energía,2023,10,546.0,2023-10-01
Monte Plata,Niveles de Tensión,2023,10,36.0,2023-10-01
Monte Plata,Probable Defecto o Falla,2023,10,8.0,2023-10-01
Monte Plata,Riesgo de Vida,2023,10,153.0,2023-10-01
San Pedro de Macorís,Falta de Energía,2023,10,1246.0,2023-10-01
San Pedro de Macorís,Niveles de Tensión,2023,10,52.0,2023-10-01
San Pedro de Macorís,Probable Defecto o Falla,2023,10,1.0,2023-10-01
San Pedro de Macorís,Riesgo de Vida,2023,10,226.0,2023-10-01
Santo Domingo,Falta de Energía,2023,10,8990.0,2023-10-01
Santo Domingo,Niveles de Tensión,2023,10,915.0,2023-10-01
Santo Domingo,Probable Defecto o Falla,2023,10,32.0,2023-10-01
Santo Domingo,Riesgo de Vida,2023,10,1524.0,2023-10-01
Distrito Nacional,Falta de Energía,2024,10,2634.0,2024-10-01
Distrito Nacional,Niveles de Tensión,2024,10,415.0,2024-10-01
Distrito Nacional,Probable Defecto o Falla,2024,10,3.0,2024-10-01
Distrito Nacional,Riesgo de Vida,2024,10,256.0,2024-10-01
El Seibo,Falta de Energía,2024,10,553.0,2024-10-01
El Seibo,Niveles de Tensión,2024,10,37.0,2024-10-01
El Seibo,Probable Defecto o Falla,2024,10,1.0,2024-10-01
El Seibo,Riesgo de Vida,2024,10,68.0,2024-10-01
Hato Mayor,Falta de Energía,2024,10,571.0,2024-10-01
Hato Mayor,Niveles de Tensión,2024,10,54.0,2024-10-01
Hato Mayor,Probable Defecto o Falla,2024,10,4.0,2024-10-01
Hato Mayor,Riesgo de Vida,2024,10,61.0,2024-10-01
La Altagracia,Falta de Energía,2024,10,2002.0,2024-10-01
La Altagracia,Niveles de Tensión,2024,10,169.0,2024-10-01
La Altagracia,Probable Defecto o Falla,2024,10,1.0,2024-10-01
La Altagracia,Riesgo de Vida,2024,10,270.0,2024-10-01
La Romana,Falta de Energía,2024,10,1833.0,2024-10-01
La Romana,Niveles de Tensión,2024,10,213.0,2024-10-01
La Romana,Probable Defecto o Falla,2024,10,4.0,2024-10-01
La Romana,Riesgo de Vida,2024,10,243.0,2024-10-01
Monte Plata,Falta de Energía,2024,10,601.0,2024-10-01
Monte Plata,Niveles de Tensión,2024,10,47.0,2024-10-01
Monte Plata,Probable Defecto o Falla,2024,10,14.0,2024-10-01
Monte Plata,Riesgo de Vida,2024,10,142.0,2024-10-01
San Pedro de Macorís,Falta de Energía,2024,10,1570.0,2024-10-01
San Pedro de Macorís,Niveles de Tensión,2024,10,178.0,2024-10-01
San Pedro de Macorís,Probable Defecto o Falla,2024,10,4.0,2024-10-01
San Pedro de Macorís,Riesgo de Vida,2024,10,255.0,2024-10-01
Santo Domingo,Falta de Energía,2024,10,12960.0,2024-10-01
Santo Domingo,Niveles de Tensión,2024,10,2397.0,2024-10-01
Santo Domingo,Probable Defecto o Falla,2024,10,29.0,2024-10-01
Santo Domingo,Riesgo de Vida,2024,10,1175.0,2024-10-01
Distrito Nacional,Falta de Energía,2025,10,3869.0,2025-10-01
Distrito Nacional,Niveles de Tensión,2025,10,836.0,2025-10-01
Distrito Nacional,Probable Defecto o Falla,2025,10,12.0,2025-10-01
Distrito Nacional,Riesgo de Vida,2025,10,362.0,2025-10-01
El Seibo,Falta de Energía,2025,10,776.0,2025-10-01
El Seibo,Niveles de Tensión,2025,10,58.0,2025-10-01
El Seibo,Probable Defecto o Falla,2025,10,3.0,2025-10-01
El Seibo,Riesgo de Vida,2025,10,88.0,2025-10-01
Hato Mayor,Falta de Energía,2025,10,754.0,2025-10-01
Hato Mayor,Niveles de Tensión,2025,10,116.0,2025-10-01
Hato Mayor,Probable Defecto o Falla,2025,10,3.0,2025-10-01
Hato Mayor,Riesgo de Vida,2025,10,81.0,2025-10-01
La Altagracia,Falta de Energía,2025,10,2305.0,2025-10-01
La Altagracia,Niveles de Tensión,2025,10,294.0,2025-10-01
La Altagracia,Probable Defecto o Falla,2025,10,26.0,2025-10-01
La Altagracia,Riesgo de Vida,2025,10,286.0,2025-10-01
La Romana,Falta de Energía,2025,10,2654.0,2025-10-01
La Romana,Niveles de Tensión,2025,10,510.0,2025-10-01
La Romana,Probable Defecto o Falla,2025,10,7.0,2025-10-01
La Romana,Riesgo de Vida,2025,10,397.0,2025-10-01
Monte Plata,Falta de Energía,2025,10,1255.0,2025-10-01
Monte Plata,Niveles de Tensión,2025,10,144.0,2025-10-01
Monte Plata,Probable Defecto o Falla,2025,10,12.0,2025-10-01
Monte Plata,Riesgo de Vida,2025,10,188.0,2025-10-01
San Pedro de Macorís,Falta de Energía,2025,10,2266.0,2025-10-01
San Pedro de Macorís,Niveles de Tensión,2025,10,277.0,2025-10-01
San Pedro de Macorís,Probable Defecto o Falla,2025,10,7.0,2025-10-01
San Pedro de Macorís,Riesgo de Vida,2025,10,291.0,2025-10-01
Santo Domingo,Falta de Energía,2025,10,16895.0,2025-10-01
Santo Domingo,Niveles de Tensión,2025,10,3771.0,2025-10-01
Santo Domingo,Probable Defecto o Falla,2025,10,72.0,2025-10-01
Santo Domingo,Riesgo de Vida,2025,10,1574.0,2025-10-01
Distrito Nacional,Alumbrado Público,2017,11,0.0,2017-11-01
Distrito Nacional,Falta de Energía,2017,11,2362.0,2017-11-01
Distrito Nacional,Niveles de Tensión,2017,11,382.0,2017-11-01
Distrito Nacional,Otros,2017,11,0.0,2017-11-01
Distrito Nacional,Probable Defecto o Falla,2017,11,14.0,2017-11-01
Distrito Nacional,Riesgo de Vida,2017,11,292.0,2017-11-01
El Seibo,Falta de Energía,2017,11,363.0,2017-11-01
El Seibo,Niveles de Tensión,2017,11,39.0,2017-11-01
El Seibo,Otros,2017,11,0.0,2017-11-01
El Seibo,Probable Defecto o Falla,2017,11,2.0,2017-11-01
El Seibo,Riesgo de Vida,2017,11,48.0,2017-11-01
Hato Mayor,Falta de Energía,2017,11,309.0,2017-11-01
Hato Mayor,Niveles de Tensión,2017,11,45.0,2017-11-01
Hato Mayor,Otros,2017,11,0.0,2017-11-01
Hato Mayor,Probable Defecto o Falla,2017,11,2.0,2017-11-01
Hato Mayor,Riesgo de Vida,2017,11,44.0,2017-11-01
La Altagracia,Falta de Energía,2017,11,892.0,2017-11-01
La Altagracia,Niveles de Tensión,2017,11,125.0,2017-11-01
La Altagracia,Otros,2017,11,1.0,2017-11-01
La Altagracia,Probable Defecto o Falla,2017,11,2.0,2017-11-01
La Altagracia,Riesgo de Vida,2017,11,183.0,2017-11-01
La Romana,Alumbrado Público,2017,11,0.0,2017-11-01
La Romana,Falta de Energía,2017,11,852.0,2017-11-01
La Romana,Niveles de Tensión,2017,11,134.0,2017-11-01
La Romana,Otros,2017,11,0.0,2017-11-01
La Romana,Probable Defecto o Falla,2017,11,2.0,2017-11-01
La Romana,Riesgo de Vida,2017,11,155.0,2017-11-01
Monte Plata,Falta de Energía,2017,11,434.0,2017-11-01
Monte Plata,Niveles de Tensión,2017,11,28.0,2017-11-01
Monte Plata,Otros,2017,11,0.0,2017-11-01
Monte Plata,Probable Defecto o Falla,2017,11,5.0,2017-11-01
Monte Plata,Riesgo de Vida,2017,11,102.0,2017-11-01
San Pedro de Macorís,Alumbrado Público,2017,11,0.0,2017-11-01
San Pedro de Macorís,Falta de Energía,2017,11,782.0,2017-11-01
San Pedro de Macorís,Niveles de Tensión,2017,11,92.0,2017-11-01
San Pedro de Macorís,Otros,2017,11,1.0,2017-11-01
San Pedro de Macorís,Probable Defecto o Falla,2017,11,2.0,2017-11-01
San Pedro de Macorís,Riesgo de Vida,2017,11,175.0,2017-11-01
Santo Domingo,Alumbrado Público,2017,11,0.0,2017-11-01
Santo Domingo,Falta de Energía,2017,11,9706.0,2017-11-01
Santo Domingo,Niveles de Tensión,2017,11,1733.0,2017-11-01
Santo Domingo,Otros,2017,11,2.0,2017-11-01
Santo Domingo,Probable Defecto o Falla,2017,11,22.0,2017-11-01
Santo Domingo,Riesgo de Vida,2017,11,1134.0,2017-11-01
Santo Domingo,Sin Identificar,2017,11,2.0,2017-11-01
Santo Domingo,Falta de Energía,2017,11,1.0,2017-11-01
Santo Domingo,Niveles de Tensión,2017,11,,2017-11-01
Santo Domingo,Riesgo de Vida,2017,11,1.0,2017-11-01
Distrito Nacional,Alumbrado Público,2018,11,0.0,2018-11-01
Distrito Nacional,Falta de Energía,2018,11,2264.0,2018-11-01
Distrito Nacional,Niveles de Tensión,2018,11,329.0,2018-11-01
Distrito Nacional,Otros,2018,11,0.0,2018-11-01
Distrito Nacional,Probable Defecto o Falla,2018,11,4.0,2018-11-01
Distrito Nacional,Riesgo de Vida,2018,11,306.0,2018-11-01
El Seibo,Falta de Energía,2018,11,254.0,2018-11-01
El Seibo,Niveles de Tensión,2018,11,27.0,2018-11-01
El Seibo,Otros,2018,11,0.0,2018-11-01
El Seibo,Probable Defecto o Falla,2018,11,0.0,2018-11-01
El Seibo,Riesgo de Vida,2018,11,27.0,2018-11-01
Hato Mayor,Falta de Energía,2018,11,306.0,2018-11-01
Hato Mayor,Niveles de Tensión,2018,11,37.0,2018-11-01
Hato Mayor,Otros,2018,11,1.0,2018-11-01
Hato Mayor,Probable Defecto o Falla,2018,11,1.0,2018-11-01
Hato Mayor,Riesgo de Vida,2018,11,42.0,2018-11-01
La Altagracia,Falta de Energía,2018,11,744.0,2018-11-01
La Altagracia,Niveles de Tensión,2018,11,96.0,2018-11-01
La Altagracia,Otros,2018,11,0.0,2018-11-01
La Altagracia,Probable Defecto o Falla,2018,11,1.0,2018-11-01
La Altagracia,Riesgo de Vida,2018,11,139.0,2018-11-01
La Romana,Alumbrado Público,2018,11,0.0,2018-11-01
La Romana,Falta de Energía,2018,11,798.0,2018-11-01
La Romana,Niveles de Tensión,2018,11,111.0,2018-11-01
La Romana,Otros,2018,11,0.0,2018-11-01
La Romana,Probable Defecto o Falla,2018,11,0.0,2018-11-01
La Romana,Riesgo de Vida,2018,11,147.0,2018-11-01
Monte Plata,Falta de Energía,2018,11,423.0,2018-11-01
Monte Plata,Niveles de Tensión,2018,11,25.0,2018-11-01
Monte Plata,Otros,2018,11,0.0,2018-11-01
Monte Plata,Probable Defecto o Falla,2018,11,3.0,2018-11-01
Monte Plata,Riesgo de Vida,2018,11,89.0,2018-11-01
San Pedro de Macorís,Alumbrado Público,2018,11,0.0,2018-11-01
